Name,dong
감포집,광복동
임금님족발,수영동
멕시카나치킨,장전1동
외식명가만개짬뽕,가야2동
웰빙참새떡방,감천1동
밀양분식,양정2동
서울통닭,감천2동
동키치킨,남산동
코롬바과자점,당리동
도쿠도쿠,주례2동
짱간식,반송2동
빅핸즈카페,기장읍
하동보리밥,안락1동
미락뽈락,망미2동
미포참새조개찜,명륜동
오별난국수,다대1동
자성화맛집코다리네,명지동
장터할매돼지국밥,문현1동
해보,부전1동
이조설렁탕,초량3동
꽃돼지국밥,민락동
남다른감자탕,서3동
해금강,초량1동
돈100,다대2동
함지박식당,남항동
만남호프,구포3동
열린호프,만덕3동
모우,좌1동
본동아구찜,개금3동
구상레스토랑,구서2동
심플리주스,우2동
아네이스,남산동
정겨운집동래점,명륜동
먹음직온,안락1동
기장횟집,반송2동
원조아구찜,동삼3동
웰빙족발,정관읍
박상욱피자,우암동
야시장,반여1동
수빈,반여3동
신천지실내포장,부곡2동
엄마손실비,장안읍
동남칼국수,명륜동
오리바다,남천1동
미소도야지,연산5동
게스후경양식,광안2동
도담도담식빵,좌1동
화이트아프리카,광안4동
열풍,반여1동
부자숯불갈비,반송1동
후타고,광복동
비봉삼계탕오리불고기,감천1동
불막열삼,반송2동
브라더오뎅,신평2동
공차,거제2동
센텀제주돈가,우2동
수영손칼국수,광안1동
사상코다리,괘법동
하동돼지국밥,학장동
맛있는오칠구,서3동
김치속돼지,정관읍
진주식당,전포2동
굽네치킨,초량2동
카페더테라스,기장읍
강남할매집,온천3동
통영졸복,온천1동
마부하이,초량1동
소프트커피,광안4동
고젠,중2동
석산한우식육식당,남산동
길목노래주점,서3동
락원식당,초량1동
아구마루,녹산동
앵콜노래짱단란주점,장림2동
산성막걸리,금성동
통큰닭강정,초읍동
목향,온천3동
홈스테드,좌4동
낭만천하왕소금구이,대연3동
금농식당,초량6동
착한소,괴정1동
일월난정,가덕도동
무봤나촌닭,망미1동
성일이네,남천1동
동림떡집,구서1동
롯데리아부산전포점,전포1동
오가네족발,가야1동
소담찻집,신선동
상해로,모라1동
선농설렁탕,대저2동
산동반점,서대신3동
단지국밥,다대2동
나무와새,광안3동
가야골추어탕아구찜,가야2동
코숑과자점,안락1동
림스치킨,동삼1동
소문난죽집,부평동
오센,중1동
라이브7080딥퍼플,화명3동
붐바이스파이뷰,괘법동
전새가,중1동
볼룸,우1동
더퍼스트하우스,양정1동
홈참치생연어,재송1동
킹콩쥬스엔커피부산화명점,화명3동
대우분식,서대신3동
한솥,화명3동
자매식당,녹산동
부엉이김밥,대연3동
부산갈비,신선동
쌀통닭,반여1동
세목주막,반여4동
심플커피숍,삼락동
무지개,금성동
또레세치킨,당감1동
ONE+ONE,대연5동
목화실비,부전2동
도꼬돈카츠,명지동
성원다방,수영동
지코바양념치킨,연산8동
뿔난닭두마리,괘법동
선화당,초량6동
엄마손차림표,부전2동
동양수산,범일2동
라스,초량1동
만석미역,중앙동
맥.킴안락동점,안락1동
하오친,좌2동
만덕반점중국관,만덕1동
강원맛코다리찜,모라1동
풍성한밥상,명장2동
용우동,대저1동
옛날밥상,신평2동
바른한끼,초량3동
이십칠,명륜동
삼겹시대막창,서3동
은행나무커피가게,초량3동
미밥,부전2동
1984나폴리,전포1동
오리고기전문점엘림,청학2동
즉석손과자,대연1동
애,장전1동
신신호텔,부전1동
명가추어탕쭈꾸미,개금2동
맛칼,당감4동
중화요리궁,명륜동
뚱삼이와대삼이,사직2동
장가네장수삼계탕,사직2동
오빠야,범일1동
경동칼국수,연산4동
자니로겟,우2동
비봉삼계탕,좌1동
참세족발,연산4동
언양양곱창,광안3동
카페미남,온천3동
징기스,하단2동
별난씨호떡,기장읍
부자손짜장,녹산동
딜라잇식스부경대점,대연3동
풍년식당,사직3동
향나무보신탕,좌1동
정통칼국수,연산9동
1960깡통치킨,반여2동
SeikoCoffeeKorea,대저1동
레벤노래주점,덕천2동
카페만덕,만덕2동
우리시네마,좌2동
진이랑현이보리밥,남항동
명인만두부산부암점,당감2동
소명포차,동삼3동
미주디저트카페,가야1동
소문난공주떡볶이,동삼1동
천춘화시락국밥,덕천2동
코코로,장림2동
엠에프지코리아매드포갈릭,문현2동
보해수산,광안2동
밥꽃,남천1동
깻잎치킨앤맛있는파닭대신점,동대신1동
감로수커피숍,부곡3동
리원,개금1동
한일반점,가야2동
가야포차선지국밥,다대2동
하구언숯불갈비,하단1동
일미해물찜,기장읍
골치기,연산4동
롯데리아,문현3동
흔한밥집,수정2동
친구야곱창먹자,안락2동
생선가게,다대2동
흥미원,범천1동
허니노래주점,부전2동
스테리원,일광면
산아래,초량6동
동키치킨,동대신3동
놀부보쌈&부대찌개부산명지점,명지동
부부,개금3동
곱순이가,녹산동
호가생오겹,우3동
행가비숯불한우,사직1동
미스터블랙,암남동
국민돼지,가야2동
충무활어,범천1동
대관령황태,녹산동
동인동찜갈비,화명2동
배스킨라빈스31부산지사점,녹산동
밥스테이크명지국제,명지동
만리향,남부민2동
황제삼겹1800,용호3동
김밥까페,범천2동
옛날아우내순대,재송2동
투다리오륙도3Sdcp,용호4동
필하모니레스토랑,대연4동
정대감축산물백화점식육식당,중2동
페리카나,덕천3동
부경원조안동즉석찜닭,대연3동
화화,주례3동
바사케,좌2동
황금회관,괘법동
금송돈돼지,괘법동
느림the푸드,주례3동
샤오미,중1동
부성통암돼지전문점,금사동
맛나감자탕,봉래1동
길식당,반여2동
목화,용당동
700BEER,안락1동
김투더치,문현2동
꼬지사께,범일1동
맛전,만덕2동
동트는집,기장읍
쉬프렘,온천1동
가운식당,기장읍
막썰어횟집,정관읍
군산오징어,중앙동
밥맛나는집,가야2동
벌툰부산국제,명지동
투다리광안,민락동
KJ식당,구평동
옛날가라오케,서3동
김유순대구뽈찜집,대연5동
맥심커피숍,민락동
오븐에꾸운닭,재송1동
오빠가구워줄께,화명1동
나가하마만게츠,우1동
분홍오리,서1동
샤브이찌,남산동
동아실비,부전1동
거북회집,주례1동
손으로빚은그림,안락2동
금호,남산동
청파횟집,덕천2동
농부가,명지동
마루동,범일2동
브라가,거제4동
페이웨이신세계백화점센텀시티점,우2동
반송횟집,반송1동
국제시장국제통닭,대연3동
처갓집양념치킨,강동동
청학면옥,청학1동
한마음식당,동삼2동
차이797,부전2동
멕시칸치킨,대청동
하우스한즈커피,수영동
제주스해운대백병원점,좌4동
무한돈,대연3동
공원돼지국밥,용호1동
목원점생고기집,초읍동
돈돈,반송1동
낙동회집,구포1동
비어테라스,하단2동
또봉이통닭,하단2동
날마다대박나는집,다대2동
방방곡곡,반여3동
부산제1복국,초량3동
동아중국관,녹산동
정반,반여1동
가연장미역국정찬,송정동
통장어숯불구이,녹산동
주영이네식당,명지동
예천정식부페,강동동
가야포차선지국,명지동
장수오리가기가차서,당감1동
덤덤덤,대연5동
커피앤아트,광안2동
아티네,광안2동
깡통갈비,다대2동
컴포즈,대연3동
카페테라,광안4동
주아스커피,광복동
경인,금사동
통영대복집,남산동
행복한빅마마삼겹,양정1동
길국수,초읍동
처갓집양념치킨,범천2동
파샤,우2동
더리터,남항동
고집센그집갈비탕,개금1동
롯데당구클럽앤치킨,용호2동
포항물회,신평2동
나눔카페나사함복지재단,대연5동
김가네명지국제신도시점,명지동
정분식,장전2동
스타벅스,우2동
해빈,당리동
우리사이노래주점,충무동
약속,재송2동
청호회집,거제1동
함흥면옥,초읍동
보물섬,녹산동
강타로,연산9동
케이따이벤또,복산동
유가네,재송2동
명태가,우3동
파파숯불치킨,녹산동
육대감,명륜동
옥경이,서3동
브라보노래주점,서3동
파파샤브,용호1동
남천닭갈비,서2동
고기대학,대연3동
문스시,우2동
디자인북카페아르마르,구서2동
홍돈,당리동
와닭꼬치,화명2동
모노스코프,거제1동
삼동꿈의궁전,대저1동
삼앤순,안락1동
BHC치킨,부전2동
나들목식당,일광면
후푸드,우2동
이가네가마솥돼지국밥,가락동
월매아구찜,구서2동
순남이네포차,정관읍
메가커피,남항동
예전애충무김밥,우2동
명지왕새우,명지동
풍년떡방,명지동
핸즈커피,안락1동
깜짝식당,남항동
이마이가,온천2동
소야,수민동
쎄븐노래주점,장전2동
쑈,서3동
끝판대장,서3동
초량돼지국밥,초량3동
야키쿠라,우2동
최가네돼지국밥,온천1동
보수구이,보수동
플러스시스템,덕포2동
동지앙,중1동
신OK목장,안락1동
승승삼겹,우1동
다복국수,부곡3동
심야의미식가,명륜동
정가네합천돼지국밥,안락1동
서가네불백,사직1동
장어랑오리랑석쇠구이,명륜동
불막열삼,금곡동
올타구나옻보쌈오리,주례3동
삼보생선구이전문점,청학2동
큐브,범일2동
동보중식뷔페,정관읍
죽집,우암동
코끼리통닭,구평동
하모니노래주점,범천1동
커피전문점알라딘,일광면
김밥촌,당감2동
일광횟집,전포1동
빨간고추장,구포3동
쌍둥이왕갈비,동대신1동
끌리네분식,괴정2동
산만디,만덕2동
연산동1989,연산1동
아비오,명지동
감전회집,명지동
소향,화명2동
김해뒷고기,신평1동
상호반점,연산8동
송원보리밥,반여3동
고성아구찜,우1동
송원재첩국,부민동
국수마을,감전동
젠틀포크,덕천2동
고기굽는남자,부평동
한옥집,용호1동
큰사람유통장수촌24시돼지국밥,다대1동
거성치킨,대연1동
더만족,다대2동
오가네족발,주례3동
조아족발,용호1동
문현곱창,당감2동
춘하추동,부전1동
장수청국장,대연6동
나주돼지국밥,부전1동
무진장,범일2동
대감집,초량3동
봉이수산,다대1동
원할머니보쌈족발,기장읍
유성삼계탕,모라1동
인우식당,신평2동
수,부곡4동
파리바게뜨,개금3동
장보고횟집,수영동
하누소뒷고기,광안3동
라임,만덕3동
신세계푸드동남권원자력의학원장례식장,장안읍
동행노래주점,남산동
이우환공간카페숍,우2동
약속회,봉래1동
파리바게뜨,반송1동
연제돼지국밥,연산1동
김밥천국,광안1동
옛날쌈밥,용호1동
신전떡볶이남천점,남천1동
오감베이커리,연산8동
수미식당,감전동
예광전기철물,만덕2동
더치앤빈,연산1동
치킨이답이다,안락1동
볼태기집,양정2동
낭만노가리,민락동
화창식당,녹산동
맛나튀김,용호3동
밀양재첩국,범일1동
궁중떡집,대연5동
할리스커피부산명지국제신도시점,명지동
끼니식당,기장읍
니탕내오리,반여1동
일오공삼,가덕도동
중화반점,신평1동
갈곡보리밥식당,연산1동
남강식당,복산동
꼬꼬닭강정,연산4동
소원빵집,광안2동
24시전주명가콩나물국밥사상,덕포2동
목원,금성동
카페나래,삼락동
진영수산,구평동
대독장,좌2동
욘,정관읍
롯데리아,금곡동
남원추어탕,수정2동
등대노래샵,중앙동
선어마을,충무동
봉구스밥버거,신평2동
불끈낙지,문현4동
파파존스피자,광안2동
시장통칼국수,대연5동
블랙박스노래방,하단2동
만덕산장,온천2동
친구집,괴정1동
한양족발,다대1동
오빠불고기,화명3동
제제빌리어드,사직2동
닭굽는마을,범일1동
닭발과코다리,범천1동
메가커피,광안4동
꿀돼지분식,기장읍
토마,안락1동
마르코스키친,부민동
노란마후라3층,중2동
신석쇠구이,엄궁동
정석수산,일광면
돈살롱,괘법동
동궁식당,아미동
태백산백,학장동
혼밥술,덕천2동
금미아구찜장충동족보쌈,양정2동
전주식당,녹산동
플루800,수정2동
세로커피,범천2동
버거린,남항동
만리포노래주점,다대1동
토리헤어,신평2동
후미손칼국수,망미1동
봉구스밥버거,사직2동
아모르,재송1동
황가네족발,화명2동
장수꼬리곰탕,금곡동
꼬지사께,명지동
비어테라스,명지동
시장떡방앗간,대연5동
초심정,연산4동
한국맥도날드부산수영SK,수영동
한마음,모라3동
대물바다장어,주례3동
용이네분식,좌2동
우리동네밥집,남산동
청명,장전3동
거북선식당,중1동
참나무숯불갈비,연산5동
정가네소양곱창,연산9동
더리터,양정1동
두꺼비오뎅,하단2동
맥시칸양념통닭,복산동
행운식당,장안읍
채플린,범천1동
꼬지이야기,좌1동
오이시네,동삼1동
춘자포차,광안1동
일품향,초량1동
한밭식당,반여1동
돈오락쪽갈비,구서2동
호아빈,하단1동
늘봄식당,선두구동
티바두마리치킨&59쌀피자,반여1동
뚝배기추어탕,수민동
그집,가야1동
코코모,광안1동
명지회도매센터,구포1동
주희수산,부전1동
비라세계맥주전문점,광복동
수향냉면,대연3동
우암집,우암동
소금창고,좌2동
배달삼겹돼지되지,명지동
836숯불바베큐치킨,재송2동
836숯불바베큐치킨,장전1동
청진동조선해장국,장림1동
담다,광안2동
명가참숯구이,사직1동
까페비아,녹산동
혼닭,좌2동
민경노래방주점,초량1동
자갈치횟집,망미1동
홍춘천치즈닭갈비,정관읍
영심이족발,양정1동
비노하우스더포레스트,서1동
도쿠도쿠야,중1동
고기204,명장2동
더브레드,수정2동
좋은식당,정관읍
씨에스프로젝트해운,중앙동
밀레오레,초량1동
엔유피시방,좌2동
명성식당,동삼3동
신초량족발,초량2동
화로쭈꾸미,구서2동
유림회집,명지동
닭선보는날,주례1동
부리나치킨,남산동
아앤지,범일2동
빵울포차,남항동
배러모션커피로스터스,민락동
경주분식,전포1동
고봉김밥,중2동
고미,사직2동
불막열삼,녹산동
서울감자탕,초량2동
순자비어,당감4동
대패꾼,정관읍
밀면촌,괘법동
브레드포럼,범일1동
모퉁이식당,구포1동
썬테크,동삼1동
놀러와,좌2동
큰사람유통장수촌돼지국밥,괘법동
호야쓰시,거제1동
죠스떡볶이,다대2동
둠바치킨,광안1동
밥이랑고기랑,감전동
가람커피숍,하단2동
성우농수산,초량1동
이디야커피,대연6동
더벤티,우1동
오붓한한잔,명지동
굽네치킨,남천1동
땡초,반여1동
담가,부전1동
닭굽는마을,중1동
고봉김밥,부곡2동
코리아나,초읍동
묵은지감자탕,녹산동
고갈비집,장전3동
포항횟집,남포동
할리스,남포동
명동물총칼국수,중앙동
몰트앤잇틀리,연산9동
제이라이스,괘법동
김가네마리나점,우3동
카페원플러스원,수민동
숙모회집,기장읍
제일반점,범일1동
부전상회횟집,부전1동
어벤더치동래점,명륜동
엄마손감자탕,재송2동
북면막걸리,명륜동
수정통닭,연산8동
나팔수의커피이야기,만덕2동
피코반커피,남포동
광해단란주점,충무동
징기스,다대2동
신화게판,부전2동
오리명가부곡,부곡4동
하하만두,광안4동
바이타임,반송1동
하꼬방집양곱창,괴정3동
배가네,대연4동
자작자작고기집,다대2동
김해뒷고기,하단2동
코고미식당,대연3동
은희양분식,명륜동
멸치국수2800,하단1동
소리소리돼지국밥,온천2동
갯마을조개구이,화명2동
카페이네이티드,동광동
얼큰이손칼국수,초량2동
와글와글,부암3동
오리가좋다,반여1동
호호불닭발,재송2동
나라돈까스,기장읍
먹통산오징어,화명3동
남양식당,녹산동
맛조은집,연산9동
로또노래방,대연1동
동래수산,수민동
미포초장집,중1동
놀부부대찌개철판구이롯데,온천2동
죠스떡볶이,좌2동
황금미소족발,정관읍
굽네치킨,부곡3동
닭선보는날,감전동
종가생오리,명지동
일삼오칠구,충무동
티바두마리치킨,정관읍
봉평대가,범천1동
대동헌추어탕,다대2동
까치생화로구이,다대2동
행복한빅마마삼겹,용당동
땡초우동,하단2동
왕희네영양탕,괴정4동
바로바로김밥,주례2동
뚱삼이와대삼이,신평2동
THE최고집왕갈비탕,수영동
미미떡방앗간,장안읍
진횟집,민락동
포쿡코리아포쿡동래,온천2동
하늘,일광면
노치,사직1동
꼬꼬반점,청학1동
금수강산,감만1동
베스킨라빈스,초량2동
해뜨는주문진막국수,남산동
도쿄제비,전포1동
명륜동튀김분식,명륜동
리디엔폴,장전1동
옛날통닭,봉래1동
대원집,남항동
한식당글로리,남천1동
동명단란주점,남포동
대종,안락1동
피자나라치킨공주,기장읍
엠제이커피로스터리,장전1동
김해원조뒷고기,대연3동
호박,명륜동
다크로맨스,초읍동
한옥마을김치찜,중앙동
발빠닭,부전2동
메이식땅,대저1동
수복포차,범천1동
막걸리는대박,서3동
티바두마리치킨,연지동
김밥천국,장전1동
영천분식,복산동
명자족발,부전1동
송도횟집,부전1동
행운식당,감전동
풍천죽집,기장읍
"큰사람유통장수촌24시순대,돼지국밥",덕포1동
히노아지,부전2동
계단포차,좌1동
이삭토스트,양정1동
생활커피,재송1동
장풍추어탕,학장동
우리동네먹방주원이집,학장동
"체리BHC,족보통",학장동
킹콩부대찌개,부전2동
처갓집양념치킨사직국민시장점,사직2동
라띠에르제과점,서대신1동
파리바게뜨용호점,용호3동
오센,당감4동
마라김밥,문현1동
강원분식,감전동
이판사판,온천1동
사천보신탕,주례1동
기사식당소풍,용당동
애플하우스,감만1동
풍천장어,구서1동
금화주중국집,용호2동
양산돼지국밥,녹산동
자금성,화명3동
백년애순대마을,중앙동
참푸즛간,사직1동
윤희포장타운,서2동
헤라노래주점,구서2동
천탁,장전3동
전통뼈다귀탕,수정4동
마린니히키노오니,우3동
먹는족족왕족발,양정2동
마피아주스,연산4동
이디야커피,대연1동
북촌손만두,가야2동
자갈치밀면국밥,남포동
갈비플러스,명륜동
본스치킨와우치킨,신평1동
복도너츠,부전1동
엄마손죽전문,연산4동
강정마을,수영동
종로명가떡집,재송1동
경지복수산,기장읍
고양이별다방,광복동
기장복해녀,기장읍
매물도,서3동
그곳엔,장안읍
심신프리힐링카페,남포동
BBQ치킨재송역점,재송1동
시골밥상,부전1동
아라생선구이,좌1동
영희와철수,동대신3동
탕찜불티나,명장1동
한우도소매식당,양정1동
더카페그레잇,부전1동
생고기야,덕포1동
신라정삼계탕,당리동
히츠마부시고옥,남천1동
나르시스,신평2동
33샵펍맥주전문점,개금1동
더타임,대연3동
가덕횟집,가덕도동
다올,일광면
명품면가,기장읍
포도원카페,금곡동
제주돈한판,수정2동
해성단란주점,온천1동
노홍만두,중1동
땡초닭발,동삼1동
루트,장전1동
숙이식당,감만1동
비너스,녹산동
서울깍두기,덕천2동
호식이두마리치킨,반여1동
라이브환타지아,온천1동
콜갈비,부곡3동
홍어와보쌈,대연5동
파티플러스,연지동
생생돈까스,영선1동
BBQ치킨,반여1동
모리,중2동
파스쿠찌,우2동
신촌반점,대저1동
영양보리밥,대저2동
우끼는짜장,양정2동
돈까스준,괴정3동
통통치킨,기장읍
롯데리아부산서동점,서2동
동남횟집,명지동
천국,중앙동
엔돌핀아구찜,문현3동
시장횟집,명지동
뒷골목뒷고기,연산9동
옛날팥빙수,부곡3동
와라와라,대연6동
배부장찌개가,명지동
파리바케뜨,수민동
장돼지국밥,문현3동
호로록분식,영선2동
컴포즈커피,거제1동
마루팥빙수단팥죽엘지메트로,용호1동
마싰는끼니 부산국제신도시점,명지동
본가네황태찜,용호3동
싱싱도매횟집,안락2동
파리바게트10422부산대청,대청동
꽃님노래방,하단2동
대박생생오리군,연산2동
대성식당,송정동
민속보쌈쑥밀면전문점,하단1동
청식당,주례2동
고봉민김밥부산부산진역점,수정2동
꼬치꼬치,가락동
안주가,좌2동
요니커피,부민동
동래태양제면소302,온천2동
빨간벽돌집,가야2동
호식이두마리치킨,구포3동
무한장어,동삼1동
스위티,덕천1동
부산신항만이씨엠디,가덕도동
꿀잔치닭강정,재송2동
일용식당,명지동
미포THE갈비,중1동
서민대패,괴정2동
카페정성,수영동
고봉민김밥부산송도점,암남동
오븐에꾸운닭,명지동
BHC치킨,구포3동
봄봄학원가점,부전2동
베이징798,명륜동
맛나분식,수영동
풍광,녹산동
전통떡볶이집,구포3동
올리브,문현1동
친구집,명장1동
유황생오리14000냥,연산4동
부경보리밥,반여2동
주리식당,서2동
맛봉이김밥,사직1동
한양족발,광안3동
초원한정식도시락,초량3동
마포나루,명장1동
더착한커피,화명3동
고봉민김밥부산해운대대동점,좌4동
한끼밥상,수영동
내껍데기돌리도,주례3동
대웅,녹산동
포차닭,신평2동
대구불로막창,충무동
로마,덕천2동
고봉민김밥부산전포점,전포2동
고봉민김밥부산화명점,화명3동
고려돼지국밥,구서2동
한양왕족발,반여1동
청기와,안락1동
썬더치킨,구평동
우정,대연1동
죽이야기,하단2동
영쑤기네호프,덕포1동
소문난재첩국,망미1동
해흥관,수정2동
장산골,반여2동
퇴근길자연산횟집,남천1동
블루마린키즈카페,정관읍
다래,초량2동
고봉민김밥부산사직점,사직2동
릴리펏마린시티점,우3동
또와손칼국수,덕포1동
명품달인김밥,연지동
삼미영양탕,용호2동
파라오,광복동
창원북면막걸리,신평2동
해품달,온천2동
장모님콩나물국밥,장안읍
해남용궁해물탕,부전2동
알퐁스도데,중2동
태백영양탕,부평동
만나국수,수영동
킴블라숯불치킨,정관읍
로마,하단2동
안동식당,송정동
개성매운족발,용호3동
목화식당,금곡동
통술,장안읍
파리바게뜨,중1동
면면,중1동
조이박꽃도새기,명륜동
쌈사무소,만덕2동
남천각,남천1동
토니버거,하단2동
피자에땅,온천2동
촌놈,당감1동
소라횟집,영선1동
60계,반여4동
화덕생선구이통,초량1동
김밥일번지,중앙동
피자스쿨,주례2동
양지집,부곡3동
막썰어회해물,하단1동
두끼,동삼1동
땅땅치킨,명지동
더벤티,구서1동
대구반야월막창,사직2동
울타리없는만두,대연5동
영남관,양정1동
각시,구포1동
송원수산횟집,수민동
노다지파전,하단2동
형제식육,재송2동
지코바숯불양념치킨,신평2동
일송회집,부전2동
참숯불불타는대구생막창,부전1동
충무복국,연산2동
정우오뎅점,수민동
일미아구찜,다대2동
델핀,감천1동
밥한술뜨소,온천2동
맛있는스시,대연6동
청도진미추어탕,대연5동
시장활어회센터,용호2동
카페브룸브룸,덕포2동
용당떡볶이,용당동
로제뜨,사직1동
별하나나하나,주례2동
마린파스타,대연3동
엄마손어탕,가덕도동
싱글벙글,부전1동
빵의나라,초량2동
임금님한방족발,개금1동
튀김전,연산4동
홍춘천치즈닭갈비,재송1동
에머이,광복동
쑝쑝돈까스,명장1동
벤,온천1동
투윙닭강정,개금1동
러브노래방,온천1동
피자나라치킨공주,영주1동
만석군7080소주방,연산6동
라미아프리마베라,전포2동
두툼,온천2동
세밭식당,학장동
황금오리,괴정1동
카카토토,장전1동
양산할매아구찜,반여3동
초원추어탕,기장읍
초량막국수,초량6동
예향정,명지동
골목식당,용호2동
스마일커피,구서1동
엄마손식당,대연5동
좋은하루,동삼1동
옛날통닭,신평2동
본가,대저1동
핸드드립,초읍동
60계치킨,기장읍
더가가,당감2동
뚜레다방,거제1동
아딸,부암1동
누리꽃방,부곡2동
육교해장국,신평1동
빛과소금복지재단예스푸드,초량3동
코끼리한상,괴정1동
옛날보리밥,모라1동
고봉민김밥부산미남점,온천3동
충남,다대1동
피자나라치킨공주,가야2동
836숯불바베큐치킨,개금1동
양혜자숯불나라,대연3동
맛숯불장어구이,신평1동
샤브그린,송정동
진주꼼장어,남포동
동해대게마을,민락동
훔친뒷고기,범일1동
숙이포차,용호2동
한양왕족발,좌1동
수타쌀피자5900,암남동
등뼈감자탕,정관읍
냉정포차2,주례2동
명성식당,부평동
푸드까페슈슈,다대2동
삼겹시대,안락2동
호식이두마리치킨,녹산동
이가네가마솥왕갈비탕,부전1동
미아리우동집,온천1동
다정,장림2동
장어시락이,정관읍
욕지도,명륜동
소문난할매식당,하단2동
본가의참맛가야밀면,온천1동
감천항기사식당,감천1동
나포리충무김밥,하단1동
라틴커피,우2동
누구나골프클럽하우스,중1동
옛날통닭,용호1동
메츠과자점,대연1동
소나무집,초읍동
자담치킨,모라1동
먹거리장터,연산4동
복성각,신평1동
아띠앙쥬,대연3동
제주바다,연산2동
동원식당,삼락동
배다른전골,화명3동
물레방아소주방,부전1동
신선당베이커리,동삼2동
들길,대저1동
엔유,대연6동
더공간,남산동
덕성반점,초량6동
금정오리,구서1동
투썸플레이스,연산5동
호식이두마리치킨,하단2동
이열치열옛날양푼이동태찌개,장림1동
통뼈감자탕,반송2동
오빠네고로케,정관읍
마리웨일237,주례2동
고봉민김밥부산감만점,감만1동
고봉민김밥,대연3동
노랑통닭,장림1동
김밥천하,수정2동
김정영분식면옥항천,우2동
삼천포횟집,온천3동
바우네나주곰탕,광안3동
송백장회집,다대1동
바인,광안3동
한방쑥면전문업소,정관읍
부다파이,중1동
홍춘천치즈닭갈비,부곡3동
836숯불바베큐치킨,광안3동
우리식당,우암동
촌놈통닭,장림1동
메가커피범일동점,범일2동
코팡,괴정3동
시골선지국밥,명지동
우마이찬,괴정1동
탐앤탐스,우2동
메가커피,주례2동
은혜한식,남천1동
수영아구찜,거제3동
폼프리츠,대연3동
일광칼국수,일광면
토박이분식,우2동
대정떡집,개금1동
코다리전문점안집,안락2동
이유수피자,연산9동
신화아구찜,하단2동
문희횟집,명지동
소요리,전포1동
참좋은떡집,망미1동
청해루,괘법동
마이스트치킨,하단2동
동경,하단2동
배가네연탄구이,명장1동
미가도,부전2동
용반점,민락동
불스떡볶이,전포2동
베스킨라빈스연제이마트,연산2동
유림아구찜,남부민1동
구덕령친구집,서대신4동
송정면가,송정동
"웰빙식당(동태찌게,돼지찌게)",당감1동
영덕대게홍게마을,좌4동
남부민초등학교,남부민1동
쌍둥이하우스,중앙동
골드노래주점,기장읍
샤넬,일광면
풍성식당,용호2동
열빈장,문현4동
호우양꼬치,덕천2동
정민이네집밥,광안2동
인정국물떡볶이,다대1동
고봉김밥인,연산9동
동산회집,용호3동
고봉민김밥인,온천3동
깡대카레,연산9동
빛차린떡,덕천1동
부성식당,광복동
게네랄파우제,영주2동
BHC치킨,연산5동
좋은세상토박이숯불촌,정관읍
행복을짓는수향촌밥상,민락동
기장갈치,재송1동
대한고기만세,용호2동
험블,중1동
보이후드,장전3동
낙미도아구찜,반여2동
풍년떡방,좌1동
이든제과,금사동
중국성,초읍동
솔밭회집,장안읍
한량,서3동
만랩커피,명지동
김밥일번지,온천1동
영도,청학2동
핸드메이드참,덕천2동
시골칼국수,화명1동
다인노래주점,수민동
한양족발,화명2동
오륙도대게,용호2동
지코바숯불치킨,재송2동
메가커피,광복동
헬로우종합수산,반여1동
썬번,안락1동
꼴랑이네,범일1동
지하식당,광복동
미스터보쌈5379,광안1동
레드,남천1동
포항물회,연산1동
우정실비타운,덕천2동
사철보신탕,주례1동
디저트하우스,일광면
예담골,부전2동
바스터드,민락동
마산식당,만덕3동
커피.쥬스,남포동
청하밥상,모라3동
진,중1동
옛날통닭,부암3동
정든까페,부전1동
빈티지38,전포1동
무한리필삼겹시대무한막창,서3동
복돼지국밥,감천1동
하동숯불갈비,초읍동
금강뱀장회,영선1동
원플러스원,암남동
구백도,사직2동
신세대,남포동
명지훈이횟집명지장터횟집,명지동
바푸리,재송1동
만복갈비탕,용호2동
도리도리탕탕,괘법동
부산숯불양곱창,남포동
옹고집,부전2동
모자분식,당리동
썬더치킨,용호3동
착한횟집,대연6동
진양호횟집,민락동
그집애,일광면
맛좋은멸치국수,부전1동
다림방,우1동
환희,영선1동
롯데리아,연지동
전복사계,송정동
칸,초량1동
남해회집,남포동
수내닭꼬치,기장읍
빵다무르,좌1동
탑스베이커리,다대2동
은광식당,녹산동
집밥뷔페강식당,일광면
고은이네떡볶이,녹산동
백년가마솥통닭,구포1동
밀양한우곰탕,영선1동
자연담은집밥,당리동
홍등,대연3동
싸움의고수,좌2동
우마이찬,당리동
본찌야,거제1동
파도식당,동삼2동
도리쌀통닭화명1호점,화명3동
도리쌀통닭구포3호점,구포3동
유길상피자,재송1동
닭을사랑하는도둑,괘법동
뚜레쥬르,대저2동
이로리,대연1동
소사묵,녹산동
광어가,중앙동
25시회센터,중1동
남원골추어탕,초량3동
애블유,전포1동
대구본막창,명지동
가마솥식당,금성동
오춘자비어,반송1동
계영제과,부전1동
성민통닭,연산1동
빙고노래방,부전1동
육대장,녹산동
프로피노,녹산동
산들해,덕포1동
장터식당,장전1동
흙사리,동대신3동
텍사스,범일1동
한양왕족발,우2동
경성화로,거제3동
거제횟집,암남동
안단테,다대2동
클릭노래방,암남동
본초불닭발,수영동
철마뒷고기,온천1동
옛날통닭,녹산동
웨이브온커피,장안읍
영광루,금사동
밀양박가국밥,반송2동
델리카한스,부전2동
월성수산,서1동
